wellDepthFt,precip48hIn,soilMoisturePct,slopePct,usgsBaselineMgL,nitrateMgL
62.0,0.95,20.4,5.3,7.2,8.97
15.0,2.1,40.2,1.3,7.6,23.86
53.5,0.58,42.8,7.1,4.7,13.62
53.5,3.66,34.1,5.7,6.9,21.51
13.0,1.45,21.0,3.8,6.7,15.8
13.0,0.47,29.3,3.4,5.4,11.89
13.0,0.45,25.0,3.0,8.0,10.18
15.0,0.05,26.7,1.2,8.9,9.02
15.0,2.37,23.3,1.3,7.9,18.19
15.0,0.39,27.0,2.5,9.9,10.93
15.0,0.42,34.2,2.2,11.1,15.23
30.0,0.08,27.1,5.2,5.7,8.64
30.0,0.1,22.7,6.4,7.1,8.6
33.0,0.09,35.2,5.0,7.8,11.79
33.0,1.32,30.6,1.6,7.6,13.25
33.0,0.64,30.8,3.1,6.0,10.74
17.0,0.56,36.7,8.4,6.1,18.0
17.0,0.92,28.8,6.3,8.0,16.01
41.0,2.42,42.3,0.5,7.6,20.08
41.0,3.56,29.3,3.3,8.1,21.4
41.0,1.63,31.3,4.9,8.5,15.11
41.0,0.22,24.9,2.5,6.2,6.39
41.0,0.7,13.0,2.4,9.2,8.9
20.0,0.01,16.1,2.6,10.3,8.77
20.0,0.04,27.1,2.8,6.5,8.21
33.0,0.98,27.8,2.1,7.4,11.3
28.0,0.38,21.9,2.8,9.3,9.39
28.0,0.59,31.0,2.2,5.5,10.06
78.0,0.43,31.7,2.2,9.1,7.97
78.0,0.19,20.1,5.8,7.3,6.66
78.0,0.09,24.4,2.0,9.1,5.66
37.0,1.43,29.7,4.5,5.8,13.83
37.0,0.01,28.9,4.1,7.2,8.65
17.0,0.1,28.8,3.3,5.1,8.22
17.0,0.09,16.1,3.9,7.7,9.43
54.0,0.3,37.7,1.0,7.1,9.65
54.0,3.03,39.1,3.0,10.4,20.94
44.0,0.22,20.0,6.3,6.1,8.55
44.0,0.16,22.0,2.1,6.8,6.46
16.0,0.57,25.8,1.5,7.0,9.39
16.0,0.23,31.5,2.9,2.7,9.99
16.0,1.18,29.1,2.7,6.7,15.32
120.0,0.19,23.0,3.0,5.7,4.23
120.0,0.18,16.7,1.6,10.7,5.36
41.0,0.11,23.7,2.7,4.4,5.92
41.0,0.48,34.0,4.0,9.5,12.72
15.0,1.24,26.3,1.4,8.0,13.63
15.0,0.53,34.9,2.2,8.6,14.41
24.0,2.44,38.8,1.7,7.5,22.86
68.0,0.37,21.5,3.5,8.0,7.05
68.0,0.33,22.1,3.3,4.6,5.23
41.0,1.52,32.6,0.5,4.4,11.92
41.0,0.27,36.0,3.3,6.0,10.01
48.0,0.52,23.6,2.7,5.7,6.57
48.0,0.65,24.6,5.3,8.0,9.6
44.0,0.41,42.1,5.1,7.5,14.92
44.0,0.62,35.4,4.2,7.8,12.88
36.0,0.44,26.1,3.5,6.4,8.81
36.0,0.34,24.8,1.7,6.5,6.95
93.0,0.37,34.3,4.8,7.5,9.17
93.0,0.2,22.8,3.3,11.3,7.13
93.0,0.28,29.9,3.1,9.4,8.09
93.0,0.39,26.7,3.6,5.5,6.09
93.0,0.09,32.8,2.8,6.9,7.02
20.0,0.18,28.8,2.0,4.6,7.81
20.0,0.12,12.0,2.9,13.0,10.6
41.0,1.07,28.2,2.4,10.3,12.68
62.0,0.84,25.1,2.1,5.0,6.31
62.0,0.21,33.4,3.6,4.2,7.8
62.0,0.42,31.7,2.6,6.5,7.9
28.0,1.7,36.7,1.7,6.7,17.43
278.0,1.2,30.8,3.5,9.8,6.26
278.0,1.49,35.5,1.9,6.4,6.05
16.0,3.87,33.0,3.9,7.7,30.45
16.0,1.16,37.2,3.0,4.3,17.63
41.0,0.08,24.9,1.9,9.0,6.67
41.0,0.23,29.4,1.7,4.8,6.97
53.5,2.21,34.5,1.8,3.5,13.92
53.5,0.9,31.4,4.5,6.3,10.82
41.0,0.53,37.6,2.9,7.5,12.95
41.0,0.83,43.8,3.3,7.3,15.31
28.0,0.2,19.2,1.5,5.0,6.05
28.0,0.84,36.7,1.5,7.2,14.33
28.0,0.62,20.8,4.2,4.9,8.31
60.0,0.47,31.3,2.1,7.0,8.71
60.0,1.54,24.6,1.9,5.1,9.43
60.0,0.82,20.5,4.0,5.2,7.17
12.5,0.03,19.8,4.2,9.3,9.15
12.5,0.05,27.9,2.2,10.2,9.79
35.0,0.46,29.1,4.3,6.9,10.2
35.0,0.28,16.5,3.6,9.3,8.47
35.0,0.28,19.7,1.9,6.4,6.3
35.0,0.43,30.8,2.6,6.8,10.23
35.0,1.24,28.7,1.6,4.7,11.19
12.5,0.36,14.6,1.3,8.9,9.07
12.5,0.34,21.0,0.8,3.9,6.43
104.0,1.72,39.5,2.5,6.7,12.08
104.0,0.74,41.3,3.1,6.5,10.11
16.0,1.93,34.3,4.3,9.2,22.44
16.0,0.73,45.7,1.9,9.6,19.75
117.0,0.62,32.7,3.3,5.5,7.02
117.0,0.54,23.1,4.6,10.5,7.45
37.0,0.23,39.8,2.2,5.1,11.29
35.0,1.65,32.4,4.1,8.8,16.81
16.0,0.76,24.6,2.7,7.6,11.59
16.0,0.05,37.0,1.9,6.5,12.66
35.0,0.79,20.8,3.2,6.7,9.43
35.0,0.13,31.1,4.8,7.0,9.95
63.0,0.26,22.9,3.9,7.3,6.96
145.0,1.53,48.4,6.0,9.5,15.43
145.0,3.04,28.5,8.4,7.8,15.48
54.0,0.04,29.2,3.2,9.7,8.92
54.0,0.08,16.4,6.4,8.2,7.45
35.0,0.22,30.7,4.9,4.1,9.51
35.0,0.54,32.9,2.4,3.5,9.66
53.0,0.74,42.3,4.6,7.9,14.15
53.0,0.23,27.2,0.7,6.3,6.43
35.0,0.3,36.6,2.6,6.0,11.62
93.0,0.76,28.1,2.3,11.1,8.24
93.0,2.03,34.6,0.5,5.7,10.9
117.0,1.05,23.4,2.2,9.0,6.87
117.0,0.23,30.1,3.8,7.0,6.03
38.0,2.15,35.8,1.2,4.3,16.29
38.0,0.83,31.3,3.7,7.3,12.58
28.0,0.66,24.8,0.6,5.4,7.91
28.0,0.8,30.0,4.4,8.7,13.46
16.0,0.84,32.2,3.6,7.5,15.47
36.0,2.4,35.2,1.2,10.1,19.45
36.0,1.08,34.8,1.0,6.5,12.68
24.0,0.25,25.8,3.4,7.3,8.85
24.0,0.58,28.4,2.0,8.7,11.07
63.0,0.85,36.8,4.0,8.0,12.2
63.0,0.52,29.9,2.4,8.3,8.5
36.0,1.23,31.1,2.4,5.2,12.85
20.0,0.12,18.6,2.0,5.2,6.17
20.0,0.22,17.8,4.3,8.5,9.25
15.0,0.11,27.4,2.2,6.1,8.54
15.0,0.65,38.1,3.7,9.0,18.45
15.0,0.61,12.3,1.8,9.1,10.84
16.0,0.85,36.3,2.5,2.3,14.77
28.0,2.84,37.8,3.2,4.5,21.46
28.0,1.08,32.2,3.1,7.1,13.23
28.0,0.41,29.9,4.2,6.0,10.76
28.0,0.82,34.9,2.6,7.0,13.37
28.0,0.36,23.7,1.9,4.4,6.52
120.0,0.49,29.4,2.0,7.1,6.29
120.0,0.49,40.9,3.8,6.3,8.78
30.0,0.63,35.2,9.0,8.9,16.03
30.0,2.17,34.7,9.5,9.2,22.45
35.0,1.76,27.8,0.5,8.3,13.24
35.0,0.59,36.7,0.7,8.1,10.97
15.0,0.14,27.0,1.6,8.0,9.17
15.0,0.38,28.1,2.8,10.5,11.95
15.0,0.04,20.9,3.0,6.6,8.42
24.0,0.67,18.9,2.6,7.7,9.7
24.0,1.58,25.6,0.7,5.2,12.04
24.0,0.49,37.1,0.5,3.9,11.84
12.5,0.05,25.5,1.9,7.5,8.82
12.5,0.19,21.7,3.2,7.6,8.42
53.0,1.27,23.5,2.9,6.8,8.7
53.0,0.36,31.3,1.5,8.6,8.74
20.0,0.08,24.5,2.5,5.2,7.04
20.0,0.09,19.4,2.4,3.6,5.88
15.0,0.49,29.4,1.9,3.4,10.27
78.0,1.05,21.3,2.7,5.8,7.43
78.0,0.64,23.1,2.1,8.4,6.93
60.0,0.34,26.0,4.0,9.4,7.65
60.0,0.6,23.5,1.3,6.0,6.99
15.0,0.71,29.8,1.7,6.1,12.55
15.0,0.8,43.7,2.4,7.3,19.48
78.0,2.94,30.8,2.7,7.5,14.4
28.0,1.07,41.2,2.6,8.6,17.99
28.0,0.79,27.1,1.9,8.4,10.45
343.0,1.36,38.1,3.5,10.0,7.21
343.0,2.13,27.0,0.5,10.7,7.34
38.0,0.05,22.1,1.8,5.5,5.06
38.0,0.06,22.2,0.5,7.9,5.84
37.0,0.38,25.5,2.9,7.7,8.75
37.0,2.18,33.9,3.1,6.3,17.4
37.0,0.66,30.4,1.8,3.9,9.29
13.0,0.77,38.2,1.7,2.9,16.26
25.0,0.56,18.1,5.3,6.0,10.1
25.0,0.06,20.0,3.7,7.5,7.77
41.0,2.08,31.5,3.2,8.9,16.04
36.0,1.48,35.2,4.1,9.1,17.16
36.0,2.43,37.8,3.2,5.6,19.34
35.0,2.44,33.7,2.5,6.0,18.22
35.0,0.31,41.2,1.3,6.6,11.43
53.0,0.43,31.0,4.2,8.9,9.91
53.0,0.9,36.5,2.2,4.0,9.83
141.0,0.73,33.7,2.9,4.5,6.54
141.0,0.98,41.9,0.7,5.6,8.19
37.0,3.11,33.5,3.2,6.3,20.8
37.0,1.26,33.0,1.8,5.1,12.13
16.0,0.95,32.5,0.7,9.7,15.7
16.0,0.15,31.8,3.2,8.7,12.25
36.0,0.76,39.2,2.7,9.4,15.18
36.0,0.94,30.7,3.8,4.7,11.97
57.0,0.31,23.4,1.2,7.1,5.23
57.0,0.15,19.1,3.1,7.9,6.02
41.0,0.8,43.3,1.9,8.2,14.75
41.0,1.39,35.8,0.5,5.5,12.55
24.0,1.58,38.5,0.7,6.7,17.92
24.0,1.12,38.4,1.7,5.1,16.22
35.0,0.18,36.2,1.9,6.6,9.94
35.0,1.57,20.4,3.2,9.3,13.65
12.5,0.01,25.8,0.9,7.5,7.66
12.5,0.27,17.6,3.2,8.5,9.33
53.5,0.69,20.5,5.2,5.3,8.93
53.5,0.37,19.0,1.5,7.9,6.78
53.0,1.12,37.2,4.6,8.5,13.77
53.0,3.03,28.9,6.4,6.2,18.07
38.0,0.21,30.6,1.3,8.6,8.66
38.0,1.04,15.9,3.6,9.8,11.29
10.0,0.06,20.5,1.9,5.9,6.86
10.0,0.03,31.1,1.2,6.2,10.1
62.0,0.48,42.1,2.9,7.2,12.39
193.0,0.23,31.3,4.0,6.1,5.29
193.0,1.57,27.3,5.8,8.0,8.26
35.0,2.24,30.2,2.3,10.5,17.47
35.0,0.54,41.7,1.8,9.8,14.52
16.0,0.39,26.6,2.7,7.2,10.8
16.0,1.94,25.5,1.9,7.8,17.39
16.0,0.24,26.2,1.8,9.4,9.71
25.0,0.71,45.7,4.1,8.1,18.46
25.0,3.57,34.0,1.5,4.7,24.1
55.0,0.42,30.2,1.9,7.0,9.13
55.0,0.15,28.7,5.8,7.6,8.42
36.0,0.4,26.1,4.4,5.1,8.51
36.0,0.88,12.3,3.1,8.4,9.41
36.0,0.15,33.6,3.2,8.5,11.05
53.0,0.59,40.5,4.5,9.2,13.34
53.0,0.06,15.6,3.5,5.0,5.24
53.0,0.03,19.6,5.3,7.4,6.24
57.0,2.76,32.9,3.8,8.2,17.19
57.0,0.78,38.5,4.3,8.2,13.09
28.0,0.8,39.8,1.9,11.5,17.15
33.0,1.27,25.8,3.5,11.0,13.24
33.0,1.2,46.0,2.6,5.1,17.7
93.0,1.65,30.6,1.3,7.8,10.04
13.0,0.64,24.1,3.3,8.1,11.53
13.0,0.78,24.7,2.6,7.9,12.58
58.0,1.02,31.9,5.0,6.8,11.36
58.0,1.45,41.9,2.0,6.1,14.44
54.0,0.05,23.3,2.5,9.0,6.26
54.0,0.03,20.0,2.9,7.7,6.52
83.0,1.19,39.7,4.8,3.0,11.14
83.0,2.63,42.0,4.8,7.1,16.3
145.0,0.48,15.4,10.4,8.5,10.4
145.0,0.45,22.7,2.5,6.3,7.23
54.0,0.51,27.2,2.1,3.5,6.89
54.0,0.5,22.8,3.2,5.7,7.53
17.0,0.95,22.4,4.3,9.8,13.33
17.0,0.03,25.9,6.2,7.9,10.22
130.0,0.51,41.8,6.4,6.9,9.28
130.0,1.15,39.4,3.3,6.8,8.75
53.5,1.24,35.7,5.4,8.8,14.01
53.5,0.92,23.1,5.9,6.4,9.18
75.0,1.41,44.0,2.2,8.4,13.93
75.0,1.72,31.9,6.9,6.7,13.02
145.0,0.56,20.3,8.5,8.2,10.29
145.0,2.89,23.9,10.5,7.9,14.79
145.0,0.15,23.0,8.2,7.1,8.36
145.0,0.51,24.8,8.0,7.5,9.94
35.0,4.5,41.7,7.1,6.1,30.52
35.0,1.6,38.9,2.4,8.3,17.26
27.0,0.8,23.2,4.1,5.7,10.24
27.0,0.32,29.2,5.9,6.4,11.55
42.5,0.25,16.9,4.5,4.2,6.54
42.5,0.02,28.0,3.6,6.0,7.1
278.0,0.09,19.3,3.1,8.4,4.62
278.0,0.13,22.6,2.0,7.7,4.46
35.0,0.59,33.1,1.5,9.1,11.5
35.0,1.52,28.6,7.2,5.6,15.45
25.0,0.41,37.8,6.3,6.4,15.34
25.0,1.04,35.7,2.5,6.8,16.12
68.0,1.21,30.8,6.4,7.2,12.23
68.0,0.09,41.2,6.6,9.4,11.49
36.0,1.26,25.6,3.5,7.6,12.47
36.0,1.21,34.4,3.5,7.6,14.88
35.0,0.14,27.1,2.5,7.0,7.74
35.0,0.42,34.2,1.8,6.0,10.11
183.0,0.39,12.0,1.5,5.5,4.02
183.0,0.43,32.2,1.5,7.7,5.49
165.0,1.3,37.4,3.1,6.8,8.37
165.0,4.5,32.7,5.1,6.8,13.14
185.0,0.01,23.6,1.5,10.4,4.3
185.0,0.34,21.1,4.9,4.8,3.78
95.0,0.25,20.4,3.3,9.4,6.3
95.0,1.26,19.2,4.2,7.2,8.59
68.0,0.56,31.0,5.0,7.5,9.69
68.0,0.24,13.2,4.7,4.2,4.88
27.0,0.03,24.5,6.7,9.0,9.76
27.0,0.7,23.2,4.5,8.8,10.76
27.0,0.95,27.9,4.9,10.1,14.25
27.0,0.21,43.5,5.7,6.3,15.86
53.0,0.26,16.6,1.6,8.5,6.61
53.0,0.41,26.0,5.4,8.5,9.11
183.0,0.09,15.6,1.5,6.4,2.93
183.0,0.71,23.5,2.6,7.2,4.89
75.0,0.06,18.1,4.7,8.8,7.17
75.0,0.84,29.7,6.0,7.4,10.65
100.0,0.05,29.3,8.5,8.9,9.16
100.0,0.84,35.2,4.8,7.5,9.95
189.0,0.04,19.5,4.3,7.0,3.83
189.0,0.28,26.0,3.3,6.1,4.51
97.5,0.99,35.1,3.6,7.6,9.86
97.5,0.64,28.5,5.5,5.4,7.5
37.5,2.88,26.0,3.0,7.1,16.98
37.5,0.85,32.5,4.6,10.0,13.59
20.0,0.04,20.4,1.8,5.5,5.8
20.0,0.01,24.9,5.9,8.4,9.48
80.0,1.7,38.1,5.0,4.4,12.55
80.0,1.96,33.8,5.7,6.2,13.28
60.0,0.82,41.3,3.7,8.8,13.56
60.0,0.99,35.5,4.6,9.0,12.35
38.0,0.51,17.5,3.1,7.4,9.43
38.0,0.14,43.3,2.4,8.4,12.82
20.0,0.48,33.2,7.3,6.5,14.8
20.0,3.67,43.8,5.8,3.6,32.21
145.0,0.22,19.6,8.1,6.5,9.03
145.0,2.02,26.6,5.2,9.8,12.81
125.0,1.61,39.1,2.1,6.6,9.86
125.0,2.01,27.5,5.1,9.4,10.58
145.0,1.0,28.4,11.0,7.8,12.43
145.0,0.31,28.2,8.2,3.0,8.37
54.0,0.84,23.3,5.4,6.4,9.22
54.0,2.26,32.3,5.9,10.2,17.58
27.0,4.5,38.0,3.2,7.5,31.11
27.0,0.56,35.9,4.6,9.8,15.06
145.0,1.13,26.8,8.8,8.7,12.15
145.0,0.3,18.8,5.1,6.3,7.99
80.0,0.92,17.6,4.1,9.5,8.37
80.0,0.78,24.0,5.3,8.0,8.09
165.0,0.43,23.8,3.2,8.9,5.78
165.0,0.17,24.6,1.9,6.5,4.58
30.0,0.91,15.5,2.8,6.0,10.02
30.0,0.91,32.9,6.6,9.4,16.44
68.0,0.91,17.7,3.9,4.5,6.95
68.0,0.45,40.1,7.2,8.2,12.85
47.0,1.44,37.3,3.0,7.0,14.36
47.0,0.49,45.5,3.4,4.6,13.19
120.0,0.45,36.2,1.8,6.9,7.57
120.0,0.12,29.1,2.9,5.5,5.13
20.0,1.8,14.0,6.8,5.9,16.28
20.0,0.13,17.0,5.8,5.4,8.52
165.0,1.16,24.0,4.3,6.6,6.56
165.0,0.79,34.0,2.9,5.6,6.6
15.0,0.01,25.1,2.6,2.0,6.33
15.0,0.58,24.0,1.5,7.8,10.08
39.5,0.07,20.3,2.8,3.7,4.88
39.5,0.17,20.8,2.2,6.6,5.27
35.0,0.42,12.8,1.0,5.7,6.94
35.0,0.41,20.2,1.7,6.3,6.95
17.5,0.16,19.4,4.8,8.2,9.7
17.5,0.11,22.1,1.3,5.6,6.07
24.0,0.22,20.2,1.4,4.9,7.02
24.0,0.01,27.5,1.3,4.5,6.57
16.0,0.24,22.3,2.3,5.7,7.23
16.0,0.04,22.0,0.7,8.3,6.63
63.9,1.15,25.6,1.7,6.3,8.25
63.9,1.13,24.2,1.7,5.3,7.95
100.0,0.17,25.6,4.7,8.9,6.61
100.0,0.95,19.3,4.5,6.4,6.67
17.5,0.01,24.1,3.6,7.8,6.86
17.5,0.04,19.9,2.0,5.2,6.25
42.5,0.11,32.0,3.5,9.3,9.87
42.5,0.25,14.9,2.0,9.2,7.15
61.1,0.02,12.1,1.6,6.7,4.91
61.1,0.07,23.9,4.5,8.7,6.88
35.0,0.37,24.1,3.7,6.7,6.9
35.0,0.0,25.1,2.5,3.4,5.62
55.4,0.95,24.6,3.8,7.0,8.55
55.4,0.02,29.0,3.8,5.0,6.13
7.0,0.21,28.0,2.4,3.2,10.08
7.0,0.47,25.7,2.1,7.3,11.06
38.0,0.27,17.5,2.9,6.8,7.01
38.0,1.0,26.5,2.8,8.4,10.9
18.0,0.04,18.6,2.7,9.4,8.27
18.0,0.0,18.7,0.5,5.8,5.05
68.6,0.04,20.1,3.6,8.2,5.96
68.6,0.35,24.3,1.8,9.5,6.61
63.9,0.03,25.2,2.6,4.3,4.18
63.9,0.48,30.5,5.2,3.0,8.36
18.0,0.1,29.3,3.4,5.9,10.07
18.0,0.17,12.8,2.6,2.0,6.02
42.5,0.77,26.5,4.3,7.3,10.43
42.5,0.98,25.4,6.8,7.4,11.18
100.0,0.04,31.9,4.8,5.2,6.38
100.0,0.04,26.2,3.4,10.9,6.43
44.0,0.36,37.0,7.0,9.3,14.38
44.0,0.41,29.3,3.8,8.1,9.63
53.5,1.38,29.9,3.2,7.9,12.04
53.5,0.81,30.9,5.0,6.6,11.5
29.5,1.02,39.8,1.9,8.8,16.4
29.5,3.6,36.5,3.4,5.3,25.03
48.0,0.22,27.8,6.5,7.9,9.44
48.0,0.04,27.7,4.2,4.9,7.1
30.0,1.73,34.7,5.5,5.9,18.45
30.0,0.7,26.2,5.1,4.6,10.84
42.5,0.02,20.4,5.8,8.2,7.77
42.5,0.13,30.0,7.2,8.2,11.31
24.0,0.29,13.6,1.1,6.7,6.91
24.0,0.61,20.0,0.7,7.6,8.5
54.0,0.25,32.0,2.6,6.3,7.7
54.0,1.0,29.0,3.4,8.5,10.94
57.3,0.21,28.4,0.5,2.0,4.91
57.3,0.17,21.3,2.0,8.1,6.15
18.0,0.02,19.1,1.3,5.9,5.16
18.0,0.41,19.3,1.0,5.8,7.02
54.0,0.22,23.4,4.9,7.5,7.03
54.0,0.07,21.2,4.1,7.2,6.14
70.0,0.17,33.8,2.5,6.2,7.89
70.0,0.12,13.0,3.6,7.7,6.12
65.0,0.54,23.8,2.2,7.8,6.85
65.0,0.67,18.9,3.1,7.3,6.81
15.0,0.04,20.4,2.2,2.9,5.05
15.0,1.03,21.7,1.3,6.5,11.0
39.5,0.02,28.5,3.5,10.7,8.62
39.5,0.15,22.6,3.2,7.1,7.0
42.5,0.36,35.9,3.5,7.1,10.77
42.5,0.32,27.7,4.3,6.3,8.99
240.0,0.03,29.5,1.8,7.4,4.29
240.0,0.49,18.7,3.4,12.3,6.2
42.5,0.04,18.1,2.8,8.3,5.95
42.5,0.54,12.0,3.0,7.7,8.51
68.0,0.97,28.3,1.1,7.0,9.24
68.0,0.58,39.1,0.5,6.7,9.73
68.6,0.53,24.4,3.1,8.1,7.09
68.6,0.42,39.5,3.0,3.3,9.03
62.8,0.09,15.5,4.0,7.8,6.49
62.8,0.24,17.3,3.4,7.7,6.54
55.0,1.81,17.8,3.3,5.0,10.61
55.0,0.68,24.1,4.9,6.7,9.18
39.5,0.19,37.5,1.5,5.2,10.14
39.5,0.83,27.4,2.8,5.0,9.7
17.0,0.21,13.9,1.3,6.6,7.03
17.0,0.17,17.5,4.2,8.3,8.86
36.0,0.19,13.2,4.5,6.7,7.29
36.0,1.45,19.7,4.1,6.9,12.1
59.0,0.05,23.7,2.9,5.6,4.58
59.0,0.3,25.9,4.1,4.9,6.68
55.0,0.05,25.3,3.0,4.5,5.97
55.0,0.21,32.3,3.5,6.8,8.15
66.0,0.1,28.0,0.9,10.0,7.36
66.0,0.01,12.0,2.0,7.8,6.11
54.0,0.13,32.6,4.7,6.9,7.99
54.0,0.53,36.5,7.8,8.0,13.06
47.5,0.05,21.8,2.7,8.4,5.95
47.5,0.62,29.0,4.1,5.3,9.23
100.0,2.32,27.9,5.9,9.3,12.73
100.0,0.59,35.2,3.1,6.2,9.33
67.0,0.32,28.8,2.9,10.4,9.49
67.0,0.02,28.2,3.4,7.2,7.09
36.0,0.43,27.4,3.4,7.4,9.36
36.0,2.06,37.3,1.7,7.4,18.66
110.0,0.13,15.3,1.4,6.8,5.75
110.0,0.44,18.2,3.7,7.8,6.07
17.5,0.63,21.5,4.8,6.5,10.58
17.5,0.35,23.5,2.8,5.0,8.18
74.0,0.3,22.5,2.9,5.3,5.06
74.0,0.33,24.5,4.7,8.6,7.71
30.0,1.47,29.8,2.6,9.3,14.57
30.0,0.4,32.7,5.6,5.4,11.36
61.0,0.13,27.5,1.9,6.9,5.85
61.0,0.29,26.0,2.9,7.8,7.43
27.0,0.35,13.8,4.6,8.9,9.55
27.0,0.23,21.8,4.3,6.5,7.79
80.0,0.63,33.4,1.5,4.6,7.62
80.0,0.21,38.9,6.4,8.5,11.04
68.6,0.27,20.2,3.8,7.4,6.98
68.6,0.15,26.3,3.3,4.8,5.93
165.0,2.6,32.5,5.5,7.3,10.92
165.0,1.79,47.6,9.6,8.3,12.25
27.0,1.03,33.0,4.7,8.8,15.55
27.0,0.21,38.4,5.8,4.9,13.22
68.6,1.56,28.3,1.0,6.3,9.96
68.6,0.1,24.1,4.5,7.7,6.37
27.0,0.58,30.4,6.1,7.6,13.57
27.0,1.92,43.2,4.6,7.6,22.45
18.0,0.66,31.1,1.9,5.9,12.0
18.0,0.13,30.1,0.5,9.1,9.07
62.0,0.2,18.8,5.7,6.4,6.47
62.0,0.81,20.6,6.4,10.0,9.83
68.0,1.74,23.1,6.9,6.7,11.56
68.0,0.16,33.0,8.1,9.2,10.38
72.0,0.87,26.8,2.7,8.3,8.54
72.0,0.18,20.1,2.7,10.6,6.53
84.0,0.01,17.6,1.7,8.5,5.32
84.0,0.05,17.4,2.4,7.5,5.46
11.0,0.11,14.3,1.1,9.2,7.74
11.0,0.19,24.2,2.4,6.5,7.64
125.0,0.03,20.7,5.4,10.1,6.59
125.0,0.19,20.5,6.5,7.1,5.5
27.0,2.57,30.8,5.6,7.2,21.61
27.0,1.13,26.5,6.0,4.6,12.82
15.5,0.01,20.2,2.2,6.2,6.2
15.5,0.25,31.3,5.4,6.5,12.99
68.6,0.67,33.5,2.5,8.2,9.18
68.6,0.43,34.4,1.5,6.7,9.07
265.0,0.3,21.8,4.0,8.1,4.5
265.0,0.06,24.0,0.9,7.7,3.56
53.0,1.25,13.8,4.5,5.8,10.01
53.0,0.18,22.9,4.4,8.2,7.51
53.9,0.55,24.0,2.1,6.5,7.04
53.9,0.08,22.1,4.3,5.3,5.11
42.5,0.14,25.8,3.9,7.7,7.54
42.5,0.03,23.3,1.3,7.5,5.57
75.0,4.14,37.8,3.6,6.5,19.99
75.0,0.44,35.6,4.6,6.4,9.05
27.0,1.2,40.6,5.6,7.4,19.28
27.0,2.35,39.3,6.5,5.4,23.15
38.0,0.96,32.0,0.9,8.1,11.88
38.0,0.97,23.7,1.2,6.6,8.39
42.5,0.13,23.5,1.8,6.2,5.41
42.5,0.74,28.5,2.9,6.0,9.99
18.0,0.01,32.4,1.3,5.8,9.52
18.0,0.38,17.9,1.3,11.2,9.4
42.5,0.5,14.9,3.8,6.3,8.34
42.5,0.05,19.3,2.2,9.2,6.08
17.0,0.63,26.6,6.1,8.4,13.45
17.0,0.51,25.4,5.1,10.5,12.78
72.0,0.0,26.9,1.9,8.3,5.38
72.0,0.05,32.5,1.4,8.7,7.46
130.0,0.08,13.3,4.2,10.6,6.79
130.0,0.28,25.1,3.8,4.6,3.83
42.5,0.03,27.1,4.0,6.7,7.35
42.5,1.5,40.6,3.9,4.7,16.08
15.0,0.04,28.3,3.1,7.8,9.26
15.0,0.15,22.0,3.1,10.0,8.84
63.9,1.21,22.5,4.7,7.4,9.19
63.9,0.08,20.3,3.7,8.9,6.84
39.5,0.22,29.4,1.8,5.3,7.44
39.5,1.03,18.7,1.8,6.5,9.53
63.9,0.09,20.8,4.2,8.2,6.64
63.9,0.46,24.9,0.6,5.7,5.07
16.0,0.39,20.9,0.6,5.4,6.26
16.0,0.28,24.6,2.2,6.3,8.13
27.0,0.07,17.1,7.3,5.8,8.59
27.0,0.81,26.5,3.7,6.6,10.55
67.0,0.04,27.7,1.4,5.1,5.39
67.0,0.01,25.3,0.6,6.9,5.42
30.0,0.29,25.8,2.8,5.7,7.54
30.0,0.26,15.6,5.8,9.0,10.77
110.0,0.07,25.1,3.0,7.9,5.21
110.0,0.18,23.2,3.5,5.4,4.05
17.5,0.13,17.7,2.7,7.5,8.57
17.5,0.41,24.4,3.1,5.8,8.22
68.6,0.43,39.3,1.5,9.1,10.45
68.6,1.67,38.8,4.1,5.9,14.28
200.0,0.29,25.0,0.7,11.8,5.79
200.0,0.11,26.5,4.6,4.1,3.67
15.0,0.0,24.5,4.0,7.2,8.11
15.0,0.04,23.9,2.8,9.1,8.12
68.6,0.47,26.4,2.7,5.4,6.34
68.6,0.08,12.0,2.0,9.4,5.39
80.0,1.01,25.6,7.6,7.2,10.11
80.0,0.23,23.7,5.5,7.0,6.47
30.0,3.41,34.8,5.0,6.7,25.43
30.0,3.07,21.1,4.5,5.2,19.14
42.5,0.18,24.5,3.2,7.1,7.25
42.5,0.0,27.2,3.3,8.0,6.97
38.5,0.07,18.7,2.9,7.3,6.61
38.5,0.02,27.2,2.1,2.1,5.04
35.0,1.7,42.3,7.6,6.8,20.55
35.0,0.69,30.3,7.4,6.5,13.12
68.6,0.11,24.5,0.9,5.4,4.25
68.6,0.15,26.8,3.4,4.1,5.65
14.0,2.21,39.4,1.7,5.0,24.45
14.0,1.17,24.8,3.5,10.6,15.16
38.5,0.52,25.4,0.7,6.0,6.26
38.5,3.04,37.2,3.0,5.2,20.58
14.0,0.64,34.2,1.7,5.8,13.72
14.0,0.34,34.4,3.1,4.3,12.8
63.9,0.11,25.0,2.5,5.2,4.65
63.9,0.28,25.3,2.2,9.2,7.18
63.9,1.86,35.6,1.8,4.9,13.29
63.9,1.46,34.6,2.5,8.1,12.44
62.0,0.16,36.9,1.9,5.9,8.19
62.0,0.98,33.5,2.5,7.6,11.45
27.0,1.3,35.6,7.1,8.9,19.43
